/* DATA DESCRIPTION:
Citation:	Miller, Kenneth G; Browning, James V; Schmelz, W John; Kopp, Robert E; Mountain, Gregory S; Wright, James D (2020): Cenozoic sea-level relative to modern from deep-sea geochemical and continental margin records. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.923126 (DOI registration in progress)
Abstract:	We use published Pacific benthic foraminiferal oxygen isotope data and Mg/Ca records to derive a Cenozoic (66 Ma) global mean sea level (GMSL) estimate. This paper is novel in providing the first Pacific benthic foraminiferal oxygen isotopic splice for the entire Cenozoic, a detailed (Myr scale) sea-level record for the last 48 Ma based on the benthic foraminiferal oxygen isotopic and Mg/Ca approach (Mg/Ca records older than 48 Ma are uncertain). We use the 2012 Geological Time Scale (GTS), a 2-Myr smoothed paleotemperatures (Cramer et al., 2011) who used a low-pass filter that passes >80% of the amplitude for frequencies <0.5/Myr (wavelength >2 Myr), ramping down to <20% of the amplitude for frequencies >1.25/Myr (wavelength <0.8 Myr). We used equation 7b Cramer et al. (2011) and a simplified paleotemperature equation for benthic foraminifera T = 16.1– 4.76 [δ18Obenthic – (δ18Oseawater – 0.27)] to solve for oxygen isotopic changes of seawater. We assume that shorter term (<2 Myr) temperature changes comprise ~20% of the oxygen isotopic changes of seawater changes. The resultant oxygen isotopic changes of seawater estimate was scaled to GMSL changes using a revised seawater oxygen isotopes to sea-level calibration of 0.13‰/10 m of Winnick and Caves (2015). Because of temperature effects notable during peak Pleistocene interglacials, we iteratively fit the last interglacial cycle to known sea level during MIS5e and applied these temperatures (1.8°C) to major Middle to Late Pleistocene peak interglacials, tapering the temperature from the long term estimates for the peak interglacials using a Gaussian filter. We applied an empirically correction for carbonate ion change across the Eocene-Oligocene transition, to remove an apparent warming effect of ~1.5°C; we applied their empirical correction to the sea-level curve, reducing the amplitude by 28 meters from 34.17 to 34.30 Ma.
Keyword(s):	Cenozoic; Cryosphere; oxygen isotopes; sea-level
Supplement to:	Miller, Kenneth G; Browning, James V; Schmelz, W John; Kopp, Robert E; Mountain, Gregory S; Wright, James D (2020): Cenozoic sea-level and cryospheric evolution from deep-sea geochemical and continental margin records. Science Advances, 6 (20), eaaz1346, https://doi.org/10.1126/sciadv.aaz1346
Related to:	Miller, Kenneth G; Browning, James V; Schmelz, W John; Kopp, Robert E; Mountain, Gregory S; Wright, James D (2020): Smoothed Cenozoic sea-level relative to modern from deep-sea geochemical and continental margin records. https://doi.pangaea.de/10.1594/PANGAEA.923139
Source data set:	Dawber, Caroline F; Tripati, Aradhna K (2011): Constraints on glaciation in the middle Eocene (46-37 Ma) from Ocean Drilling Program (ODP) Site 1209 in the tropical Pacific Ocean. Paleoceanography, 26(2), https://doi.org/10.1029/2010PA002037
	Drury, Anna Joy; John, Cédric M; Shevenell, Amelia E (2016): Evaluating climatic response to external radiative forcing during the late Miocene to early Pliocene: New perspectives from eastern equatorial Pacific (IODP U1338) and North Atlantic (ODP 982) locations. Paleoceanography, 31(1), 167-184, https://doi.org/10.1002/2015PA002881
	Holbourn, Ann; Kuhnt, Wolfgang; Clemens, Steven C; Prell, Warren L; Andersen, Nils (2013): Middle to late Miocene stepwise climate cooling: Evidence from a high-resolution deep water isotope curve spanning 8 million years. Paleoceanography, 28, 1-12, https://doi.org/10.1002/2013PA002538
	Holbourn, Ann; Kuhnt, Wolfgang; Lyle, Mitchell W; Schneider, Leah; Romero, Oscar E; Andersen, Nils (2014): Middle Miocene climate cooling linked to intensification of eastern equatorial Pacific upwelling. Geology, 42(1), 19-22, https://doi.org/10.1130/G34890.1
	Kochhann, Karlos Guilherme Diemer; Holbourn, Ann; Kuhnt, Wolfgang; Channell, James E T; Lyle, Mitchell W; Shackford, Julia K; Wilkens, Roy H; Andersen, Nils (2016): Eccentricity pacing of eastern equatorial Pacific carbonate dissolution cycles during the Miocene Climatic Optimum. Paleoceanography, 31(9), 1176-1192, https://doi.org/10.1002/2016PA002988
	Lisiecki, Lorraine E; Raymo, Maureen E (2005): A Pliocene-Pleistocene stack of 57 globally distributed benthic d18O records. Paleoceanography, 20, PA1003, https://doi.org/10.1029/2004PA001071
	Pälike, Heiko; Norris, Richard D; Herrle, Jens O; Wilson, Paul A; Coxall, Helen; Lear, Caroline H; Shackleton, Nicholas J; Tripati, Aradhna K; Wade, Bridget S (2006): The Heartbeat of the Oligocene Climate System. Science, 314(5807), 1894-1898, https://doi.org/10.1126/science.1133822
	Shackleton, Nicholas J; Imbrie, John D; Hall, M A (1983): Oxygen and carbon isotope record of East Pacific core V19-30: implications for the formation of deep water in the late Pleistocene North Atlantic. Earth and Planetary Science Letters, 65(2), 233-244, https://doi.org/10.1016/0012-821X(83)90162-0
	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Further details:	Cramer, Benjamin S; Miller, K G; Barrett, Peter J; Wright, James D (2011): Late Cretaceous–Neogene trends in deep ocean temperature and continental ice volume: Reconciling records of benthic foraminiferal geochemistry (δ18O and Mg/Ca) with sea level history. Journal of Geophysical Research, 116(C12), https://doi.org/10.1029/2011JC007255
	Winnick, Matthew J; Caves, Jeremy K (2015): Oxygen isotope mass-balance constraints on Pliocene sea level and East Antarctic Ice Sheet stability. Geology, 43(10), 879-882, https://doi.org/10.1130/G36999.1
Coverage:	MEDIAN LATITUDE: 8.694404 * MEDIAN LONGITUDE: -142.300286 * SOUTH-BOUND LATITUDE: -3.383000 * WEST-BOUND LONGITUDE: 116.272917 * NORTH-BOUND LATITUDE: 32.651700 * EAST-BOUND LONGITUDE: -83.520000
	DATE/TIME START: 1963-04-07T00:00:00 * DATE/TIME END: 2001-11-14T00:00:00
	MINIMUM ELEVATION: -4827.2 m * MAXIMUM ELEVATION: -2091.5 m
Event(s):	138-846 * LATITUDE: -3.095000 * LONGITUDE: -90.818330 * DATE/TIME START: 1991-05-21T00:00:00 * DATE/TIME END: 1991-05-26T00:00:00 * ELEVATION: -3296.0 m * Penetration: 871.5 m * Recovery: 821.61 m * LOCATION: South Pacific Ocean * CAMPAIGN: Leg138 (URI: https://doi.org/10.2973/odp.proc.ir.138.1992) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 92 cores; 865.5 m cored; 0 m drilled; 94.9 % recovery
	184-1146 * LATITUDE: 19.456700 * LONGITUDE: 116.272917 * DATE/TIME START: 1999-03-21T00:00:00 * DATE/TIME END: 1999-03-29T00:00:00 * ELEVATION: -2091.5 m * Penetration: 1455.6 m * Recovery: 1451.7 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: Leg184 (URI: https://doi.org/10.2973/odp.proc.ir.184.2000) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 153 cores; 1450.6 m cored; 5 m drilled; 100.1% recovery
	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * Penetration: 865.1 m * Recovery: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 (URI: https://doi.org/10.2973/odp.proc.ir.198.2002) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
	199-1218 * LATITUDE: 8.889630 * LONGITUDE: -135.366660 * DATE/TIME: 2001-11-14T00:00:00 * ELEVATION: -4827.2 m * Penetration: 797.1 m * Recovery: 723.7 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg199 (URI: https://doi.org/10.2973/odp.proc.ir.199.2002) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 80 cores; 735.1 m cored; 62 m drilled; 98.5% recovery
	321-U1337 * LATITUDE: 3.833000 * LONGITUDE: -123.206000 * ELEVATION: -4476.0 m * CAMPAIGN: Exp321 (Pacific Equatorial Age Transect II / Juan de Fuca) (URI: https://doi.org/10.2204/iodp.proc.320321.2010) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	321-U1338 * LATITUDE: 2.507800 * LONGITUDE: -117.969910 * ELEVATION: -4210.8 m * CAMPAIGN: Exp321 (Pacific Equatorial Age Transect II / Juan de Fuca) (URI: https://doi.org/10.2204/iodp.proc.320321.2010) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	V19-30 * LATITUDE: -3.383000 * LONGITUDE: -83.520000 * DATE/TIME: 1963-04-07T00:00:00 * ELEVATION: -3091.0 m * Recovery: 18.18 m * CAMPAIGN: V19 * BASIS: Vema (URI: http://www.ldeo.columbia.edu/research/office-of-marine-operations/history/vema) * METHOD/DEVICE: Piston corer (PC)
Comment:	Oxygen: delta-18Obenthic of deep sea benthic foraminiferal from Pacific sites either generated on or corrected to Cibicidoides sp. and reported to per mil ( ‰) Vienna Pee Dee standard.
	delw: computed delta 18O seawater using the paleotemperature equation, delta-18Obenthic, and paleotemperatures from Cramer et al. (2011) reported to per mil Vienna Pee Dee standard.
	Sea level: computed using delta 18O seawater and calibration of 0.13‰/10 m and reported to meters above and below (-1) relative to present day.
Parameter(s):	Event label (Event) * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu)
	Reference/source (Reference) * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu) * COMMENT: ID
	Reference/source (Reference) * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu) * COMMENT: short reference
	AGE [ka BP] (Age) * GEOCODE * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu) * COMMENT: GTS2012
	Foraminifera, benthic δ18O [‰ PDB] (Foram bent δ18O) * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu) * COMMENT: values corrected to Cibicidoides sp., vs VPDB
	δ18O, seawater, reconstructed [‰ PDB] (δ18Osw) * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu) * METHOD/DEVICE: Calculated, after Cramer et al. (2011) (URI: https://doi.org/10.1029/2011JC007255) * COMMENT: vs VPDB
	Sea level, relative [m] (Sea lev rel) * PI: Miller, Kenneth G (https://orcid.org/0000-0002-7583-7425, kgm@rci.rutgers.edu) * METHOD/DEVICE: Calculated * COMMENT: relative to present day
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	64115 data points
*/
Event	Reference (ID)	Reference (short reference)	Age [ka BP] (GTS2012)	Foram bent δ18O [‰ PDB] (values corrected to Cibicidoi...)	δ18Osw [‰ PDB] (vs VPDB, Calculated, after Cr...)	Sea lev rel [m] (relative to present day, Calc...)
138-846	846 Liseicki	Lisiecki et al. 2005	1950.10	3.10	0.43	-26.45
138-846	846 Liseicki	Lisiecki et al. 2005	1952.85	3.14	0.47	-28.95
138-846	846 Liseicki	Lisiecki et al. 2005	1955.71	3.15	0.48	-29.60
138-846	846 Liseicki	Lisiecki et al. 2005	1958.96	3.04	0.37	-22.87
138-846	846 Liseicki	Lisiecki et al. 2005	1962.05	3.19	0.52	-32.14
138-846	846 Liseicki	Lisiecki et al. 2005	1965.09	3.14	0.47	-29.10
138-846	846 Liseicki	Lisiecki et al. 2005	1968.14	3.13	0.46	-28.53
138-846	846 Liseicki	Lisiecki et al. 2005	1970.91	2.98	0.31	-19.33
138-846	846 Liseicki	Lisiecki et al. 2005	1973.04	2.95	0.28	-17.52
138-846	846 Liseicki	Lisiecki et al. 2005	1974.99	2.68	0.02	-0.93
138-846	846 Liseicki	Lisiecki et al. 2005	1976.94	2.69	0.03	-1.57
138-846	846 Liseicki	Lisiecki et al. 2005	1978.90	2.89	0.23	-13.90
138-846	846 Liseicki	Lisiecki et al. 2005	1980.86	2.72	0.06	-3.47
138-846	846 Liseicki	Lisiecki et al. 2005	1982.74	2.60	-0.06	3.89
138-846	846 Liseicki	Lisiecki et al. 2005	1984.62	2.97	0.31	-18.90
138-846	846 Liseicki	Lisiecki et al. 2005	1986.50	2.98	0.32	-19.54
138-846	846 Liseicki	Lisiecki et al. 2005	1988.39	2.92	0.26	-15.87
138-846	846 Liseicki	Lisiecki et al. 2005	1990.27	2.78	0.12	-7.28
138-846	846 Liseicki	Lisiecki et al. 2005	1992.15	2.92	0.26	-15.92
138-846	846 Liseicki	Lisiecki et al. 2005	1994.04	2.88	0.22	-13.48
138-846	846 Liseicki	Lisiecki et al. 2005	1995.92	2.97	0.31	-19.04
138-846	846 Liseicki	Lisiecki et al. 2005	1997.80	2.91	0.25	-15.38
138-846	846 Liseicki	Lisiecki et al. 2005	1999.72	2.94	0.28	-17.25
138-846	846 Liseicki	Lisiecki et al. 2005	2001.73	3.10	0.44	-27.09
138-846	846 Liseicki	Lisiecki et al. 2005	2003.14	3.07	0.41	-25.25
138-846	846 Liseicki	Lisiecki et al. 2005	2004.22	3.15	0.49	-30.17
138-846	846 Liseicki	Lisiecki et al. 2005	2005.60	3.21	0.55	-33.86
138-846	846 Liseicki	Lisiecki et al. 2005	2006.97	3.14	0.48	-29.56
138-846	846 Liseicki	Lisiecki et al. 2005	2008.14	2.87	0.21	-12.94
138-846	846 Liseicki	Lisiecki et al. 2005	2008.99	2.78	0.12	-7.40
138-846	846 Liseicki	Lisiecki et al. 2005	2010.99	3.03	0.37	-22.79
138-846	846 Liseicki	Lisiecki et al. 2005	2013.56	2.90	0.24	-14.79
138-846	846 Liseicki	Lisiecki et al. 2005	2016.86	2.70	0.04	-2.48
138-846	846 Liseicki	Lisiecki et al. 2005	2018.90	2.76	0.10	-6.17
138-846	846 Liseicki	Lisiecki et al. 2005	2021.17	2.54	-0.12	7.36
138-846	846 Liseicki	Lisiecki et al. 2005	2023.66	2.76	0.10	-6.17
138-846	846 Liseicki	Lisiecki et al. 2005	2026.16	2.89	0.23	-14.17
138-846	846 Liseicki	Lisiecki et al. 2005	2028.42	2.81	0.15	-9.25
138-846	846 Liseicki	Lisiecki et al. 2005	2030.24	2.97	0.31	-19.10
138-846	846 Liseicki	Lisiecki et al. 2005	2032.28	2.83	0.17	-10.48
138-846	846 Liseicki	Lisiecki et al. 2005	2034.78	3.19	0.53	-32.63
138-846	846 Liseicki	Lisiecki et al. 2005	2037.05	2.84	0.18	-11.10
138-846	846 Liseicki	Lisiecki et al. 2005	2039.31	3.32	0.66	-40.63
138-846	846 Liseicki	Lisiecki et al. 2005	2041.58	2.80	0.14	-8.64
138-846	846 Liseicki	Lisiecki et al. 2005	2044.26	2.93	0.27	-16.63
138-846	846 Liseicki	Lisiecki et al. 2005	2046.42	3.21	0.55	-33.86
138-846	846 Liseicki	Lisiecki et al. 2005	2048.57	3.13	0.47	-28.94
138-846	846 Liseicki	Lisiecki et al. 2005	2051.20	3.21	0.55	-33.86
138-846	846 Liseicki	Lisiecki et al. 2005	2053.59	3.45	0.79	-48.63
138-846	846 Liseicki	Lisiecki et al. 2005	2056.24	3.08	0.42	-25.86
138-846	846 Liseicki	Lisiecki et al. 2005	2059.23	3.18	0.52	-32.02
138-846	846 Liseicki	Lisiecki et al. 2005	2061.62	3.22	0.56	-34.48
138-846	846 Liseicki	Lisiecki et al. 2005	2064.35	3.13	0.47	-28.94
138-846	846 Liseicki	Lisiecki et al. 2005	2066.90	3.41	0.75	-46.17
138-846	846 Liseicki	Lisiecki et al. 2005	2069.81	3.64	0.98	-60.32
138-846	846 Liseicki	Lisiecki et al. 2005	2073.04	3.62	0.96	-59.09
138-846	846 Liseicki	Lisiecki et al. 2005	2077.24	3.13	0.47	-28.94
138-846	846 Liseicki	Lisiecki et al. 2005	2081.45	3.43	0.77	-47.40
138-846	846 Liseicki	Lisiecki et al. 2005	2084.77	3.43	0.77	-47.40
138-846	846 Liseicki	Lisiecki et al. 2005	2088.11	3.12	0.46	-28.33
138-846	846 Liseicki	Lisiecki et al. 2005	2090.45	3.01	0.35	-21.56
138-846	846 Liseicki	Lisiecki et al. 2005	2094.12	2.66	0.00	-0.02
138-846	846 Liseicki	Lisiecki et al. 2005	2096.13	2.63	-0.03	1.82
138-846	846 Liseicki	Lisiecki et al. 2005	2097.87	3.23	0.57	-35.09
138-846	846 Liseicki	Lisiecki et al. 2005	2100.06	3.14	0.48	-29.56
138-846	846 Liseicki	Lisiecki et al. 2005	2102.24	3.02	0.36	-22.17
138-846	846 Liseicki	Lisiecki et al. 2005	2105.15	2.97	0.31	-19.10
138-846	846 Liseicki	Lisiecki et al. 2005	2108.28	3.04	0.38	-23.40
138-846	846 Liseicki	Lisiecki et al. 2005	2111.69	2.94	0.28	-17.25
138-846	846 Liseicki	Lisiecki et al. 2005	2115.43	3.21	0.55	-33.86
138-846	846 Liseicki	Lisiecki et al. 2005	2119.22	3.09	0.43	-26.48
138-846	846 Liseicki	Lisiecki et al. 2005	2122.92	3.06	0.40	-24.63
138-846	846 Liseicki	Lisiecki et al. 2005	2126.62	2.99	0.33	-20.33
138-846	846 Liseicki	Lisiecki et al. 2005	2130.32	2.71	0.05	-3.10
138-846	846 Liseicki	Lisiecki et al. 2005	2134.03	2.70	0.04	-2.48
138-846	846 Liseicki	Lisiecki et al. 2005	2137.73	2.75	0.09	-5.56
138-846	846 Liseicki	Lisiecki et al. 2005	2141.43	2.93	0.27	-16.63
138-846	846 Liseicki	Lisiecki et al. 2005	2144.28	3.24	0.58	-35.71
138-846	846 Liseicki	Lisiecki et al. 2005	2146.57	3.35	0.69	-42.48
138-846	846 Liseicki	Lisiecki et al. 2005	2148.42	3.35	0.69	-42.48
138-846	846 Liseicki	Lisiecki et al. 2005	2150.47	3.33	0.67	-41.25
138-846	846 Liseicki	Lisiecki et al. 2005	2152.53	3.56	0.90	-55.40
138-846	846 Liseicki	Lisiecki et al. 2005	2154.58	3.59	0.93	-57.24
138-846	846 Liseicki	Lisiecki et al. 2005	2156.63	3.49	0.83	-51.09
138-846	846 Liseicki	Lisiecki et al. 2005	2158.69	3.58	0.92	-56.63
138-846	846 Liseicki	Lisiecki et al. 2005	2160.74	3.38	0.72	-44.32
138-846	846 Liseicki	Lisiecki et al. 2005	2162.80	3.40	0.74	-45.55
138-846	846 Liseicki	Lisiecki et al. 2005	2164.85	3.24	0.58	-35.71
138-846	846 Liseicki	Lisiecki et al. 2005	2166.91	3.23	0.57	-35.09
138-846	846 Liseicki	Lisiecki et al. 2005	2168.97	3.12	0.46	-28.33
138-846	846 Liseicki	Lisiecki et al. 2005	2170.96	3.07	0.41	-25.25
138-846	846 Liseicki	Lisiecki et al. 2005	2173.62	2.99	0.33	-20.33
138-846	846 Liseicki	Lisiecki et al. 2005	2176.28	2.91	0.25	-15.40
138-846	846 Liseicki	Lisiecki et al. 2005	2178.94	2.79	0.13	-8.02
138-846	846 Liseicki	Lisiecki et al. 2005	2181.88	2.85	0.19	-11.71
138-846	846 Liseicki	Lisiecki et al. 2005	2184.47	2.72	0.06	-3.71
138-846	846 Liseicki	Lisiecki et al. 2005	2186.69	2.97	0.31	-19.10
138-846	846 Liseicki	Lisiecki et al. 2005	2189.14	2.92	0.26	-16.02
138-846	846 Liseicki	Lisiecki et al. 2005	2191.14	3.15	0.49	-30.17
138-846	846 Liseicki	Lisiecki et al. 2005	2193.42	3.04	0.38	-23.40
138-846	846 Liseicki	Lisiecki et al. 2005	2195.99	3.09	0.43	-26.48
138-846	846 Liseicki	Lisiecki et al. 2005	2198.56	3.15	0.49	-30.17
138-846	846 Liseicki	Lisiecki et al. 2005	2201.14	3.09	0.43	-26.48
138-846	846 Liseicki	Lisiecki et al. 2005	2203.69	2.89	0.23	-14.18
138-846	846 Liseicki	Lisiecki et al. 2005	2206.63	2.93	0.27	-16.65
138-846	846 Liseicki	Lisiecki et al. 2005	2209.62	2.64	-0.02	1.18
138-846	846 Liseicki	Lisiecki et al. 2005	2212.62	2.77	0.11	-6.82
138-846	846 Liseicki	Lisiecki et al. 2005	2215.87	2.74	0.08	-4.98
138-846	846 Liseicki	Lisiecki et al. 2005	2218.49	2.79	0.13	-8.07
138-846	846 Liseicki	Lisiecki et al. 2005	2221.41	2.85	0.19	-11.77
138-846	846 Liseicki	Lisiecki et al. 2005	2224.22	2.83	0.17	-10.54
138-846	846 Liseicki	Lisiecki et al. 2005	2226.55	2.87	0.21	-13.01
138-846	846 Liseicki	Lisiecki et al. 2005	2228.89	2.88	0.22	-13.63
138-846	846 Liseicki	Lisiecki et al. 2005	2231.21	2.73	0.07	-4.41
138-846	846 Liseicki	Lisiecki et al. 2005	2233.68	2.77	0.11	-6.88
138-846	846 Liseicki	Lisiecki et al. 2005	2236.11	3.11	0.45	-27.80
138-846	846 Liseicki	Lisiecki et al. 2005	2238.10	3.46	0.80	-49.34
138-846	846 Liseicki	Lisiecki et al. 2005	2240.09	3.39	0.73	-45.04
138-846	846 Liseicki	Lisiecki et al. 2005	2242.09	3.32	0.66	-40.74
138-846	846 Liseicki	Lisiecki et al. 2005	2244.08	3.33	0.67	-41.36
138-846	846 Liseicki	Lisiecki et al. 2005	2246.08	3.06	0.40	-24.75
138-846	846 Liseicki	Lisiecki et al. 2005	2248.08	2.98	0.32	-19.84
138-846	846 Liseicki	Lisiecki et al. 2005	2250.08	2.84	0.18	-11.23
138-846	846 Liseicki	Lisiecki et al. 2005	2252.07	2.91	0.25	-15.54
138-846	846 Liseicki	Lisiecki et al. 2005	2254.69	2.78	0.12	-7.55
138-846	846 Liseicki	Lisiecki et al. 2005	2257.50	2.56	-0.10	5.98
138-846	846 Liseicki	Lisiecki et al. 2005	2260.61	2.59	-0.07	4.13
138-846	846 Liseicki	Lisiecki et al. 2005	2263.73	2.59	-0.07	4.12
138-846	846 Liseicki	Lisiecki et al. 2005	2266.85	2.72	0.06	-3.89
138-846	846 Liseicki	Lisiecki et al. 2005	2269.65	2.84	0.18	-11.28
138-846	846 Liseicki	Lisiecki et al. 2005	2273.08	3.19	0.53	-32.82
138-846	846 Liseicki	Lisiecki et al. 2005	2276.09	3.17	0.51	-31.60
138-846	846 Liseicki	Lisiecki et al. 2005	2278.58	3.31	0.65	-40.22
138-846	846 Liseicki	Lisiecki et al. 2005	2281.07	3.44	0.78	-48.22
138-846	846 Liseicki	Lisiecki et al. 2005	2283.82	3.20	0.54	-33.46
138-846	846 Liseicki	Lisiecki et al. 2005	2286.07	3.17	0.51	-31.62
138-846	846 Liseicki	Lisiecki et al. 2005	2288.48	3.07	0.41	-25.48
138-846	846 Liseicki	Lisiecki et al. 2005	2290.86	2.89	0.23	-14.41
138-846	846 Liseicki	Lisiecki et al. 2005	2293.25	2.86	0.20	-12.57
138-846	846 Liseicki	Lisiecki et al. 2005	2295.64	2.60	-0.06	3.42
138-846	846 Liseicki	Lisiecki et al. 2005	2300.48	2.75	0.09	-5.82
138-846	846 Liseicki	Lisiecki et al. 2005	2303.47	2.72	0.06	-4.00
138-846	846 Liseicki	Lisiecki et al. 2005	2306.45	2.76	0.11	-6.48
138-846	846 Liseicki	Lisiecki et al. 2005	2309.44	3.04	0.39	-23.73
138-846	846 Liseicki	Lisiecki et al. 2005	2312.72	3.06	0.41	-24.99
138-846	846 Liseicki	Lisiecki et al. 2005	2317.50	3.13	0.48	-29.33
138-846	846 Liseicki	Lisiecki et al. 2005	2319.88	2.96	0.31	-18.89
138-846	846 Liseicki	Lisiecki et al. 2005	2322.33	2.85	0.20	-12.14
138-846	846 Liseicki	Lisiecki et al. 2005	2324.24	2.71	0.06	-3.54
138-846	846 Liseicki	Lisiecki et al. 2005	2325.99	2.80	0.15	-9.10
138-846	846 Liseicki	Lisiecki et al. 2005	2328.15	2.76	0.11	-6.65
138-846	846 Liseicki	Lisiecki et al. 2005	2330.12	2.69	0.04	-2.36
138-846	846 Liseicki	Lisiecki et al. 2005	2330.51	2.88	0.23	-14.05
138-846	846 Liseicki	Lisiecki et al. 2005	2333.26	2.72	0.07	-4.23
138-846	846 Liseicki	Lisiecki et al. 2005	2336.12	2.87	0.22	-13.48
138-846	846 Liseicki	Lisiecki et al. 2005	2338.65	2.91	0.26	-15.96
138-846	846 Liseicki	Lisiecki et al. 2005	2341.18	2.62	-0.03	1.86
138-846	846 Liseicki	Lisiecki et al. 2005	2343.71	2.45	-0.20	12.30
138-846	846 Liseicki	Lisiecki et al. 2005	2346.03	2.49	-0.16	9.82
138-846	846 Liseicki	Lisiecki et al. 2005	2348.21	2.74	0.09	-5.58
138-846	846 Liseicki	Lisiecki et al. 2005	2351.10	2.96	0.31	-19.14
138-846	846 Liseicki	Lisiecki et al. 2005	2353.48	3.19	0.54	-33.31
138-846	846 Liseicki	Lisiecki et al. 2005	2356.12	3.31	0.66	-40.71
138-846	846 Liseicki	Lisiecki et al. 2005	2358.75	3.12	0.47	-29.04
138-846	846 Liseicki	Lisiecki et al. 2005	2361.13	3.13	0.48	-29.67
138-846	846 Liseicki	Lisiecki et al. 2005	2363.75	2.95	0.30	-18.62
138-846	846 Liseicki	Lisiecki et al. 2005	2366.13	3.03	0.38	-23.56
138-846	846 Liseicki	Lisiecki et al. 2005	2368.51	2.86	0.21	-13.12
138-846	846 Liseicki	Lisiecki et al. 2005	2370.63	2.88	0.23	-14.36
138-846	846 Liseicki	Lisiecki et al. 2005	2372.98	2.66	0.01	-0.85
138-846	846 Liseicki	Lisiecki et al. 2005	2375.09	2.71	0.06	-3.94
138-846	846 Liseicki	Lisiecki et al. 2005	2377.63	2.47	-0.18	10.81
138-846	846 Liseicki	Lisiecki et al. 2005	2379.50	2.44	-0.21	12.64
138-846	846 Liseicki	Lisiecki et al. 2005	2381.38	2.46	-0.19	11.39
138-846	846 Liseicki	Lisiecki et al. 2005	2383.44	2.50	-0.14	8.92
138-846	846 Liseicki	Lisiecki et al. 2005	2385.32	2.69	0.05	-2.79
138-846	846 Liseicki	Lisiecki et al. 2005	2387.19	2.82	0.18	-10.80
138-846	846 Liseicki	Lisiecki et al. 2005	2389.26	3.01	0.37	-22.51
138-846	846 Liseicki	Lisiecki et al. 2005	2390.95	2.98	0.34	-20.67
138-846	846 Liseicki	Lisiecki et al. 2005	2392.82	3.11	0.47	-28.69
138-846	846 Liseicki	Lisiecki et al. 2005	2395.07	2.90	0.26	-15.78
138-846	846 Liseicki	Lisiecki et al. 2005	2397.40	3.22	0.58	-35.49
138-846	846 Liseicki	Lisiecki et al. 2005	2399.73	3.09	0.45	-27.51
138-846	846 Liseicki	Lisiecki et al. 2005	2402.00	3.01	0.37	-22.61
138-846	846 Liseicki	Lisiecki et al. 2005	2404.27	3.04	0.40	-24.47
138-846	846 Liseicki	Lisiecki et al. 2005	2406.53	2.98	0.34	-20.80
138-846	846 Liseicki	Lisiecki et al. 2005	2408.80	2.76	0.12	-7.28
138-846	846 Liseicki	Lisiecki et al. 2005	2411.07	2.65	0.01	-0.53
138-846	846 Liseicki	Lisiecki et al. 2005	2413.34	2.87	0.23	-14.08
138-846	846 Liseicki	Lisiecki et al. 2005	2415.61	2.84	0.20	-12.25
138-846	846 Liseicki	Lisiecki et al. 2005	2417.88	2.78	0.14	-8.58
138-846	846 Liseicki	Lisiecki et al. 2005	2420.14	2.74	0.10	-6.13
138-846	846 Liseicki	Lisiecki et al. 2005	2421.96	2.91	0.27	-16.61
